study_key,sources,source_count,title,abstract,authors,year,doi,url,venue,screening_status,n_evaluations,relevance_score,score_range_if_repeated,confidence,hard_exclude,study_type,contribution_types,contexts,reason,priority_band
doi:10.1109/ccai65422.2025.11189427,['IEEE'],1,A Novel Security Framework against Prompt Injection Attacks,"Large Language Models (LLMs) have demonstrated remarkable capabilities in natural language processing, but their widespread adoption has introduced critical security vulnerabilities, particularly prompt injection attacks-where attackers design input prompts to induce the model to generate malicious or inappropriate content, potentially leading to sensitive information leakage, execution of malicious instructions, or other security risks. Traditional defense mechanisms, which typically rely on keyword filtering or simple rule matching, struggle to cope with the increasingly complex and dynamically evolving attack methods. To address these risks, researchers have developed defense mechanisms ranging from input sanitization and adversarial training to runtime monitoring.This paper proposes a security framework based on LLMs, aiming to conduct an in-depth analysis of the threat posed by prompt injection attacks and achieve comprehensive risk monitoring of model outputs. The framework analyzes input prompts from multiple dimensions to identify malicious prompts and their potential attack behaviors while simultaneously monitoring and evaluating the output generated by the LLM. Through in-depth analysis of attack techniques and monitoring of model outputs, the proposed framework can effectively recognize and defeat various types of attacks, reduce the potential threats posed by prompt injection attacks, and ensure the security and reliability of LLMs in practical applications. Experimental results show that the framework can achieve over 93% detection accuracy.","Zhao, Yumei and Li, Xiaoming",2025,10.1109/ccai65422.2025.11189427,,2025 IEEE 5th International Conference on Computer Communication and Artificial Intelligence (CCAI),EVALUATED,1,0.89,0.0,0.98,False,DETECTION,"['DEFENSE', 'DETECTION', 'EVALUATION', 'FRAMEWORK', 'MITIGATION']","['CYBERSECURITY', 'GENERAL_LLM']","Prompt injection é o foco explícito do estudo, que propõe monitoramento de entradas e saídas para identificar e conter ataques. O resumo relata avaliação experimental e precisão de detecção superior a 93%.",0.80–1.00 alta prioridade
doi:10.1109/icsccc69031.2026.11599973,['IEEE'],1,Ensemble Deep Learning for Robust Prompt Injection Detection in Banking LLMs,"The threat of prompt injection to banking Large Language Model (LLM) systems is severe, as it allows malicious instructions to be injected, potentially leading to information leakage or unauthorized operations. Current solutions are mostly rule-based or single-model solutions, which are vulnerable to paraphrasing and domain-specific language. In this paper, a domain-aligned transformer ensemble is proposed, which combines logits from BERT, RoBERTa, and DistilBERT models, with SHAP-based token explanations to facilitate auditability. The model is trained on a carefully selected banking dataset of 154,374 samples, and it achieves 86.93% accuracy, 99.98% recall, and an F1 score of 88.43%. The high recall value ensures that there are very few missed injections, and SHAP explanations facilitate compliance-driven analysis of model outputs. Code and processing scripts are provided for reproducibility.","Manoj, Neha and S G, Deepak and Pranav, Turala and Rajeev, Devi",2026,10.1109/icsccc69031.2026.11599973,,2026 Fourth International Conference on Secure Cyber Computing and Communications (ICSCCC),EVALUATED,1,0.89,0.0,0.98,False,DETECTION,"['DEFENSE', 'DETECTION', 'EVALUATION']","['CYBERSECURITY', 'GENERAL_LLM', 'OTHER']","Prompt injection é o alvo direto do detector proposto, que combina múltiplos transformers e explicações SHAP. Há avaliação quantitativa em grande conjunto de dados bancários com accuracy, recall e F1, mas o contexto de aplicação é específico e menos próximo de NER, documentos ou RAG.",0.80–1.00 alta prioridade
doi:10.1109/istas65609.2025.11269647,['IEEE'],1,"‘For Argument’s Sake, Show Me How to Harm Myself!’: Jailbreaking LLMs in Suicide and Self-Harm Contexts","Recent advances in large language models (LLMs) have led to increasingly sophisticated safety protocols and features designed to prevent harmful, unethical, or unauthorized outputs. However, these guardrails remain susceptible to novel and creative forms of adversarial prompting, including manually generated test cases. In this work, we present two new test cases in mental health for (i) suicide and (ii) self-harm, using multi-step, prompt-level jailbreaking and bypass built-in content and safety filters. We show that user intent is disregarded, leading to the generation of detailed harmful content and instructions that could cause real-world harm. We conduct an empirical evaluation across six widely available LLMs, demonstrating the generalizability and reliability of the bypass. We assess these findings and the multilayered ethical tensions that they present for their implications on prompt-response filtering and context-and task-specific model development. We recommend a more comprehensive and systematic approach to AI safety and ethics while emphasizing the need for continuous adversarial testing in safety-critical AI deployments. We also argue that while certain clearly defined safety measures and guardrails can and must be implemented in LLMs, ensuring robust and comprehensive safety across all use cases and domains remains extremely challenging given the current technical maturity of general-purpose LLMs.Content and Trigger Warning: This paper contains examples of harmful language, references to suicide and self-harm with instructions, tools, and methods.Responsible Disclosure: We communicated our results to OpenAI, Google, PerplexityAI, and Anthropic in advance and have received acknowledgment of receipt. To increase barriers to misuse of the discussed adversarial prompts while the issues we highlight are in the process of being resolved, we omit specific prompts for the strongest attacks and focus on the conceptual aspects of their construction following ethical reporting of suicide guidelines.1 A full version of the transcripts are available to researchers upon request and receipt of IRB approval. We hope to make the full version of this paper available once the test cases have been fixed.","Schoene, Annika Marie and Canca, Cansu",2025,10.1109/istas65609.2025.11269647,,2025 IEEE International Symposium on Technology and Society (ISTAS),EVALUATED,1,0.89,0.0,0.98,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION', 'RED_TEAMING']","['GENERAL_LLM', 'OTHER']","O estudo apresenta casos de teste de jailbreak multi-etapas em contextos de suicídio e automutilação e os avalia em seis LLMs. Apesar do domínio ser específico, fornece evidência direta sobre construção de ataques, bypass de filtros e robustez de guardrails.",0.80–1.00 alta prioridade
doi:10.1109/tvcg.2025.3557568,['IEEE'],1,JailbreakHunter: A Visual Analytics Approach for Jailbreak Prompts Discovery From Large-Scale Human-LLM Conversational Datasets,"Large Language Models (LLMs) have gained significant attention but also raised concerns due to the risk of misuse. Jailbreak prompts, a popular type of adversarial attack towards LLMs, have appeared and constantly evolved to breach the safety protocols of LLMs. To address this issue, LLMs are regularly updated with safety patches based on reported jailbreak prompts. However, malicious users often keep their successful jailbreak prompts private to exploit LLMs. To uncover these private jailbreak prompts, extensive analysis of large-scale conversational datasets is necessary to identify prompts that still manage to bypass the system's defenses. This task is highly challenging due to the immense volume of conversation data, diverse characteristics of jailbreak prompts, and their presence in complex multi-turn conversations. To tackle these challenges, we introduce JailbreakHunter, a visual analytics approach for identifying jailbreak prompts in large-scale human-LLM conversational datasets. We have designed a workflow with three analysis levels: group-level, conversation-level, and turn-level. Group-level analysis enables users to grasp the distribution of conversations and identify suspicious conversations using multiple criteria, such as similarity with reported jailbreak prompts in previous research and attack success rates. Conversation-level analysis facilitates the understanding of the progress of conversations and helps discover jailbreak prompts within their conversation contexts. Turn-level analysis allows users to explore the semantic similarity and token overlap between a single-turn prompt and the reported jailbreak prompts, aiding in the identification of new jailbreak strategies. The effectiveness and usability of the system were verified through multiple case studies and expert interviews.","Jin, Zhihua and Liu, Shiyi and Li, Haotian and Zhao, Xun and Qu, Huamin",2025,10.1109/tvcg.2025.3557568,,IEEE Transactions on Visualization and Computer Graphics,EVALUATED,1,0.89,0.0,0.98,False,DETECTION,"['DETECTION', 'EVALUATION', 'FRAMEWORK']","['CHATBOT', 'GENERAL_LLM']","Jailbreak é o foco central, com uma abordagem de análise visual para identificar prompts de jailbreak em grandes conjuntos de conversas humano-LLM e explorar novas estratégias. O estudo inclui critérios como similaridade e taxa de sucesso de ataque, além de estudos de caso e entrevistas com especialistas.",0.80–1.00 alta prioridade
doi:10.1109/tvcg.2025.3575694,['IEEE'],1,JailbreakLens: Visual Analysis of Jailbreak Attacks Against Large Language Models,"The proliferation of large language models (LLMs) has underscored concerns regarding their security vulnerabilities, notably against jailbreak attacks, where adversaries design jailbreak prompts to circumvent safety mechanisms for potential misuse. Addressing these concerns necessitates a comprehensive analysis of jailbreak prompts to evaluate LLMs’ defensive capabilities and identify potential weaknesses. However, the complexity of evaluating jailbreak performance and understanding prompt characteristics makes this analysis laborious. We collaborate with domain experts to characterize problems and propose an LLM-assisted framework to streamline the analysis process. It provides automatic jailbreak assessment to facilitate performance evaluation and support analysis of components and keywords in prompts. Based on the framework, we design JailbreakLens, a visual analysis system that enables users to explore the jailbreak performance against the target model, conduct multi-level analysis of prompt characteristics, and refine prompt instances to verify findings. Through a case study, technical evaluations, and expert interviews, we demonstrate our system’s effectiveness in helping users evaluate model security and identify model weaknesses.","Feng, Yingchaojie and Chen, Zhizhang and Kang, Zhining and Wang, Sijia and Tian, Haoyu and Zhang, Wei and Zhu, Minfeng and Chen, Wei",2025,10.1109/tvcg.2025.3575694,,IEEE Transactions on Visualization and Computer Graphics,EVALUATED,1,0.89,0.0,0.98,False,BENCHMARK_EVALUATION,"['EVALUATION', 'FRAMEWORK']","['CYBERSECURITY', 'GENERAL_LLM']","O artigo é dedicado à análise de ataques jailbreak e apresenta um framework e sistema visual para avaliar desempenho, características e componentes de prompts adversariais. Estudos de caso, avaliações técnicas e entrevistas sustentam sua utilidade para avaliação de vulnerabilidades, embora não proponha primariamente um novo ataque ou defesa.",0.80–1.00 alta prioridade
doi:10.1109/icaic67076.2026.11395743,['IEEE'],1,Evaluating Jailbreak Vulnerabilities in LLMs: A Taxonomy and Comparative Analysis in Romance Fraud Scenarios,"We see that the romance fraud contexts let the jailbreak prompts get advice that breaks the rules from the language models. We present a taxonomy-driven benchmark. The benchmark evaluates three leading LLM families. We use 60 romance-themed jailbreak prompts in the benchmark. We sort the prompts into 12 strategy primitives. The strategy primitives include roleplay persona, agent mimicry, policy evasion, system override, format smuggling, translation obfuscation, emotional coercion, chain-of-thought coaxing, and no-refusal clause. We also group the prompts into the five higher-level categories. The categories are persona roleplay, safety bypass, system injection, coaxing frame, and obfuscation. We measure the Attack Success Rate, the refusal rate, and the latency. We provide the pairwise confusion analysis and the effect size analysis by the strategy and, by the category. We looked at the results. The results show differences in how easily each model can be fooled. The Gemini model had the ASR (0.983; refusal 0.017; 1.08s) on n=60 prompts. The OpenAI models had a level of vulnerability (ASR 0.533; refusal 0.467; 4.08s), on n=60 prompts. The Claude model had the ASR (0.250; refusal 0.750; 5.75s) on n=60 prompts. The high-yield attacks combined role play with refusal suppression rules or copying many agents. We see specific blind spots in the taxonomy.","Parra, Yohn Jairo and Chi, Hongmei and Alo, Richard A. and Lima, Vinicius",2026,10.1109/icaic67076.2026.11395743,,2026 IEEE 5th International Conference on AI in Cybersecurity (ICAIC),EVALUATED,1,0.89,0.0,0.99,False,BENCHMARK_EVALUATION,"['ATTACK', 'BENCHMARK', 'EVALUATION', 'TAXONOMY']","['CHATBOT', 'CYBERSECURITY', 'GENERAL_LLM', 'OTHER']","O artigo apresenta benchmark e taxonomia de jailbreaks com 60 prompts, múltiplas estratégias e métricas como ASR, recusa e latência em diferentes famílias de LLM. O cenário de fraude romântica é específico, mas os mecanismos de jailbreak e o protocolo de avaliação são diretamente relevantes.",0.80–1.00 alta prioridade
doi:10.1109/iccsc67078.2026.11468767,['IEEE'],1,PromptShield: LoRA-Based Parameter-Efficient Refusal Alignment for Election-Targeted Adversarial LLM Attacks,"Large language models (LLMs) are increasingly deployed in public-facing information systems, where their misuse poses serious risks in high-stakes domains such as democratic elections. Despite extensive safety alignment, contemporary LLMs remain vulnerable to adversarial “jailbreak” prompting, enabling the generation of election-related misinformation, voter suppression narratives, and procedural manipulation. Recent election cycles have documented hundreds of verified instances of LLM-assisted disinformation campaigns, highlighting the urgent need for targeted, domain-specific defenses [1]–[3].We introduce PromptShield, a domain-specific, parameter-efficient refusal alignment approach based on Low-Rank Adaptation (LoRA) that strengthens LLM robustness against election-targeted jailbreak attacks. To support systematic training and evaluation, we present ElectionJailBench, a benchmark of $\mathbf{1 0, 0 0 0}$ synthetic adversarial prompts that combine election harm templates with diverse, state-of-the-art jailbreak strategies, including roleplaying, obfuscation, and optimization-based attacks [4]–[6]. PromptShield is trained via supervised fine-tuning on a 4-bit quantized Llama-3.1-8B-Instruct model and can be deployed in under one hour on commodity GPU hardware. Experimental results show a reduction in Attack Success Rate from $\mathbf{7 2. 0 \%}$ to $\mathbf{1 8. 0 \%}$ ($\mathbf{7 5 \%}$ relative improvement) on ElectionJailBench, while preserving general-purpose reasoning performance on the MMLU benchmark. Ablation studies further highlight the impact of dataset scale and LoRA rank on refusal robustness. Our findings demonstrate that lightweight, LoRAbased alignment can deliver effective, election-specific jailbreak resistance without incurring a measurable safety tax.","R, Nishmitha M and S, Tejakshi N and Sharma, Anshu and Kiran and M, Abhishek Gowda R and Karan",2026,10.1109/iccsc67078.2026.11468767,,"2026 International Conference on Computing, Sciences and Communications (ICCSC)",EVALUATED,1,0.89,0.0,0.99,False,PRIMARY_DEFENSE,"['BENCHMARK', 'DATASET', 'DEFENSE', 'EVALUATION']","['GENERAL_LLM', 'OTHER']","O estudo propõe uma defesa de alinhamento contra jailbreaks e um benchmark adversarial de 10.000 prompts, com avaliação de ASR e estudos de ablação. O contexto de aplicação é altamente específico, mas os métodos de ataque, defesa e avaliação permanecem diretamente relevantes para a revisão.",0.80–1.00 alta prioridade
doi:10.1109/tai.2026.3665656,['IEEE'],1,Prompt-Based Jailbreaking of Leading LLM Chatbots: A Survey of Attacks and Defenses,"Generative artificial intelligence (AI) systems—particularly large language models (LLMs)—remain vulnerable to jailbreak attacks: adversarial prompts that bypass safeguards and elicit unsafe or restricted outputs. This survey synthesizes jailbreak research from 2023–2025, covering attack methods, defense strategies, and evaluation frameworks. Jailbreak techniques are grouped into five main categories: prompt-based injections, role-play conditioning, multiturn dialogue, multilingual or multimodal exploits, and optimization-driven pipelines. We also examine discovery methods such as human red teaming and automated attacker systems (e.g., AutoJailbreak and LLMStinger), and review defense mechanisms including supervised fine-tuning (SFT), reinforcement learning from human feedback (RLHF), adversarial fine-tuning, and output or pipeline filtering. Standardized benchmarks—such as PromptBench, JailbreakBench, and multimodal evaluation suites—are analyzed in terms of reproducibility, coverage, and robustness testing. Persistent issues of generalization, reproducibility, and scalability are discussed, along with trade-offs between safety alignment and model utility. This article provides an up-to-date reference clarifying the evolving landscape of jailbreak attacks and defenses in LLMs.","Knowlton, Brynn and Campa, Jovani and Gallo, David Solis and Dajani, Khalil and Alzahrani, Nabeel",2026,10.1109/tai.2026.3665656,,IEEE Transactions on Artificial Intelligence,EVALUATED,1,0.89,0.0,0.99,False,SURVEY,"['ATTACK', 'BENCHMARK', 'DEFENSE', 'EVALUATION', 'RED_TEAMING', 'SURVEY', 'TAXONOMY']","['CHATBOT', 'CYBERSECURITY', 'GENERAL_LLM', 'MULTIMODAL']","O survey é diretamente centrado em jailbreaks baseados em prompts e sintetiza métodos de ataque, defesas, red teaming e frameworks de avaliação. Também organiza categorias de ataque e discute benchmarks padronizados, generalização, reprodutibilidade e escalabilidade.",0.80–1.00 alta prioridade
doi:10.1109/etecom66111.2025.11319129,['IEEE'],1,Evaluating MLLM Security for the Arabic and French Languages,"Warning: This paper contains examples of harmful language and images, and reader discretion is recommended. With the rapid advancement of Multimodal Large Language Models (MLLMs), ensuring their safety against adversarial attacks has become a pressing concern. Most prior research has focused on jailbreaking techniques for text-only Large Language Models (LLMs). The unique vulnerabilities of MLLMs, especially those arising from cross-modal interactions, remain under-explored, especially for the Arabic and French Languages, which are widely used in Lebanon and the region. In this work, we extend the MLLMGuard benchmark, originally designed for the English and Chinese languages, to include Arabic and French by the means of translation. Using the GuardRank framework which accompanies the benchmark, we assess the safety of an MLLM model across five dimensions: privacy, bias, toxicity, legality, and truthfulness. The results demonstrate that MLLMs remain susceptible to adversarial prompts in both Arabic and French. We further demonstrate that the integration of a lightweight safety prompt reduces the attack success rate by 10%. The research aims at raising awareness on the insecurities of MLLM and calls for more robust adversarial defenses.","Abdallah, Razane and Sanan, Majed and Nassar, Mohamad",2025,10.1109/etecom66111.2025.11319129,,2025 IEEE International Conference on Emerging Trends in Engineering and Computing (ETECOM),EVALUATED,1,0.88,0.0,0.92,False,BENCHMARK_EVALUATION,"['BENCHMARK', 'DEFENSE', 'EVALUATION', 'MITIGATION']","['GENERAL_LLM', 'MULTIMODAL']","O trabalho estende um benchmark de segurança para MLLMs em árabe e francês, avalia suscetibilidade a prompts adversariais e mostra redução de ASR com um prompt de segurança. A contribuição é fortemente experimental e relacionada a jailbreak, embora trate segurança multimodal mais ampla.",0.80–1.00 alta prioridade
doi:10.1109/tnse.2026.3680460,['IEEE'],1,Topology Linearization for Multi-Agent Systems Security: Mitigating Malicious Propagation via Path Decomposition,"The rapid adoption of Large Language Model (LLM)-based Multi-Agent Systems (MAS) is hindered by severe security risks, where high-connectivity topologies facilitate the explosive propagation of prompt injections and hallucinations. To address this, we propose the Chain-Type Secure Path Reconstruction Method (C-SPRM), a topological defense framework that fundamentally constrains threat lateral movement by transforming arbitrary interaction graphs into linearized logical execution chains based on path decomposition theory. We formulate the topology reconstruction as a Spatio-Temporal Attack Surface (STAS) minimization problem and develop a Graph-to-Sequence Path Decomposition via Reinforcement Learning (G2S-PDR) model to generate optimized execution sequences that balance concurrency risks against latency. Additionally, an adaptive topology virtualization mechanism is introduced to resolve topological bottlenecks in high-degree networks like star or fully connected graphs. Experimental results demonstrate that C-SPRM significantly reduces the effective blast radius of malicious agents and exponentially increases the difficulty of attack propagation, achieving superior system robustness with controllable computational overhead compared to traditional interaction architectures.","Liu, Yan and Shao, Sujie and Guo, Shaoyong and Wang, Chenyu and Yang, Chao and Zang, Zhibin",2026,10.1109/tnse.2026.3680460,,IEEE Transactions on Network Science and Engineering,EVALUATED,1,0.88,0.0,0.96,False,PRIMARY_DEFENSE,"['DEFENSE', 'EVALUATION', 'FRAMEWORK', 'MITIGATION']","['AGENT', 'CYBERSECURITY', 'GENERAL_LLM', 'MULTI_AGENT']","Propõe uma defesa topológica para reduzir a propagação de prompt injections e outros comportamentos maliciosos em sistemas multiagente baseados em LLM. O estudo descreve mecanismo de defesa, modelo de ameaça e avaliação experimental comparativa.",0.80–1.00 alta prioridade
doi:10.1109/sp63933.2026.00154,['IEEE'],1,Parasites in the Toolchain: A Large-Scale Analysis of Attacks on the MCP Ecosystem,"Large language models (LLMs) are increasingly integrated with external systems through the Model Context Protocol (MCP), which standardizes tool invocation and has rapidly become a backbone for LLM-powered applications. While this paradigm enhances functionality, it also introduces a fundamental security shift: LLMs transition from passive information processors to autonomous orchestrators of taskoriented toolchains, expanding the attack surface, elevating adversarial goals from manipulating single outputs to hijacking entire execution flows. In this paper, we identify and characterize a systematic privacy-leakage attack pattern, termed Parasitic Toolchain Attacks, instantiated as MCP Unintended Privacy Disclosure (MCP-UPD). These attacks require no direct victim interaction; instead, adversaries embed malicious instructions into external data sources that LLMs access during legitimate tasks. Unlike traditional prompt injection and tool poisoning attacks, our attack targets the interconnected toolchain itself, assembling multiple legitimate tools into a coordinated workflow whose combined behavior accomplishes malicious objectives. In MCP-UPD, the malicious logic infiltrates the toolchain and unfolds in three phases: Parasitic Ingestion, Privacy Collection, and Privacy Disclosure, culminating in stealthy exfiltration of private data. Our root cause analysis reveals that MCP lacks both context-tool isolation and least-privilege enforcement, enabling adversarial instructions to propagate unchecked into sensitive tool invocations. To assess the severity, we design MCP-SEC and conduct the first large-scale security census of the MCP ecosystem, analyzing 12,230 tools across 1,360 servers. Our findings show that the MCP ecosystem is rife with real-world exploitable gadgets and diverse attack methods, underscoring systemic risks in MCP platforms and the urgent need for defense mechanisms in LLM-integrated environments.","Zhao, Shuli and Hou, Qinsheng and Zhan, Zihan and Wang, Yanhao and Xie, Yuchong and Guo, Yu and Chen, Libo and Li, Shenghong and Xue, Zhi",2026,10.1109/sp63933.2026.00154,,2026 IEEE Symposium on Security and Privacy (SP),EVALUATED,1,0.88,0.0,0.97,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION', 'FRAMEWORK']","['AGENT', 'CYBERSECURITY', 'EXTERNAL_CONTENT', 'UNTRUSTED_INPUT']","The main contribution is a malicious-instruction attack on MCP toolchains in which adversarial instructions are embedded in external data and propagate into sensitive tool calls. Although distinguished from traditional prompt injection, it is directly relevant to indirect instruction manipulation and is supported by a large-scale ecosystem analysis.",0.80–1.00 alta prioridade
doi:10.1109/access.2025.3595424,['IEEE'],1,From Prompts to Motors: Man-in-the-Middle Attacks on LLM-Enabled Vacuum Robots,"The integration of large language models (LLMs) into robotic platforms is transforming human–robot interaction by enabling more natural communication and adaptive task execution. However, this advancement also introduces new security vulnerabilities, particularly in networked environments. In this study, we present a systematic analysis of man-in-the-middle (MITM) attacks targeting an LLM-enabled vacuum robot. Our research follows a three-phase development process: 1) command-line simulation of LLM–robot interactions, 2) tabletop setup, and 3) implementation of a physical robot using a commercial vacuum platform enhanced with a Raspberry Pi–hosted ChatGPT application programming interface (API) and you only look once (YOLO, v8) object detection. We define a gray-box threat model in which an attacker can intercept, inject, and manipulate JavaScript object notation (JSON)-formatted messages exchanged between the robot and the LLM. We evaluate four attack scenarios, two based on prompt injection and two on output manipulation, across three LLM configurations (ChatGPT-4, ChatGPT-4o mini, and ChatGPT-3.5 Turbo). While prior work on LLM security assumes secure communication channels and overlooks network-level threats, our experimental results demonstrate that a remote attacker can bypass safety protocols, override motor commands, and deliver deceptive feedback to users, ultimately leading to unsafe robot behavior. These findings reveal a critical and underexplored attack surface in LLM-integrated robotic systems and highlight the urgent need for secure-by-design communication architectures.","Shaikh, Asif and Varol, Aygün and Virkki, Johanna",2025,10.1109/access.2025.3595424,,IEEE Access,EVALUATED,1,0.88,0.0,0.98,False,APPLICATION_SECURITY,"['ATTACK', 'EVALUATION']","['AGENT', 'CYBERSECURITY', 'EXTERNAL_CONTENT', 'UNTRUSTED_INPUT']","O trabalho avalia experimentalmente ataques MITM em um sistema robótico integrado a LLM, incluindo dois cenários explicitamente baseados em prompt injection. O modelo de ameaça, a manipulação de mensagens JSON e os testes em múltiplas configurações de LLM fornecem evidências relevantes sobre vetores externos de exploração.",0.80–1.00 alta prioridade
doi:10.1109/access.2026.3693560,['IEEE'],1,Temporal Dynamics of Memory Poisoning in Web3-Style LLM Agents,"Memory-enabled large language model (LLM) agents, particularly those deployed in long-horizon, tool-using settings such as Web3-style autonomous workflows, introduce security risks that extend beyond single-prompt injection. By persisting and reusing information across interaction steps and sessions, these agents enable memory poisoning attacks in which adversarial inputs modify persistent agent state and influence future decisions after benign intermediate interactions. Recent work on context manipulation and “fake memories” demonstrates that adversarial content can be injected into an agent’s prompt-visible inputs or persistent memory; however, existing evaluations largely analyze such attacks at isolated interaction steps or static context snapshots, obscuring their temporal dynamics. In this paper, we present the first large-scale, trajectory-level measurement framework for analyzing temporal memory poisoning in memory-enabled LLM agents. We construct a schema-constrained dataset of 2,614 multi-step attack trajectories spanning four attack families, chain poisoning, policy rewriting, backdoor triggering, and slow drift, executed over shared persistent memory. We define temporal risk metrics over multi-step interaction trajectories that capture delayed activation, non-monotonic escalation, and the earliest point at which attacks become distinguishable from benign behavior. Our empirical results show that a substantial fraction of attacks remain indistinguishable from benign behavior until late-stage activation, despite exhibiting low or medium risk at all earlier steps. Slow-drift and backdoor-trigger attacks, in particular, systematically evade step-local evaluation until terminal interactions, while chain poisoning and policy rewriting exhibit non-monotonic risk trajectories. These findings demonstrate that memory poisoning risk is inherently temporal and cannot be reliably assessed using prompt-level or step-isolated evaluation, motivating trajectory-aware benchmarks for agent security.","Yazdinejad, Abbas and Karimipour, Hadis",2026,10.1109/access.2026.3693560,,IEEE Access,EVALUATED,1,0.88,0.0,0.98,False,BENCHMARK_EVALUATION,"['ATTACK', 'BENCHMARK', 'DATASET', 'EVALUATION', 'FRAMEWORK']","['AGENT', 'CYBERSECURITY', 'UNTRUSTED_INPUT']","Analisa memory poisoning como extensão temporal de context manipulation e injeção em memória persistente de agentes LLM. Introduz framework de medição, dataset com 2.614 trajetórias e métricas temporais para quatro famílias de ataque, oferecendo forte evidência sobre vetores persistentes relacionados.",0.80–1.00 alta prioridade
doi:10.1109/aiita69518.2026.11567230,['IEEE'],1,A Multi-Agent Framework for Step-Level Tool-Call Safety Evaluation in Industrial Control Systems,"Large language model (LLM) agents are increasingly deployed to operate industrial systems through structured tool calls to Programmable Logic Controllers (PLCs) and Supervisory Control and Data Acquisition (SCADA) systems interfaces. However, unsafe tool-call behaviors—arising from reasoning errors, contextual prompt injection, or explicit malicious requests—can directly lead to physical damage and safety incidents. Despite recent progress in agent safety, standardized benchmarks for evaluating step-level tool-call safety in industrial environments remain lacking. In this work, we present a guardrail-oriented dataset and benchmark for industrial LLM agents. We propose a three-mode safety taxonomy that distinguishes benign, injected-benign, and malicious requests, capturing both explicit attacks and covert contextual manipulations that induce unsafe behaviors in otherwise legitimate tasks. Based on this taxonomy, we construct a step-level dataset using a fully automated multi-agent pipeline that (i) generates industrial environments and tasks, (ii) injects structured contextual manipulations, (iii) samples tool-call trajectories, and (iv) assigns deterministic safety labels grounded in PLC constraints and industrial safety specifications. We further design a challenging cross-domain benchmark spanning six industrial domains, including water treatment, semiconductor manufacturing, pharmaceutical fermentation, oil refining, nuclear cooling, and food processing. The benchmark enforces domain-specific entity naming, realistic numeric values, and constraint mismatches where physical safety limits are stricter than PLC register bounds, enabling systematic evaluation of guardrail generalization under distribution shift. Experimental results show that strong instruction-tuned LLMs, while effective at handling explicitly malicious requests, struggle to detect unsafe behaviors induced by contextual prompt injection, revealing a critical blind spot in existing safety mechanisms. In contrast, a guardrail model fine-tuned on our dataset demonstrates substantially improved sensitivity to step-level safety violations, particularly in injected-benign scenarios, while maintaining robust performance against explicit attacks. These findings highlight the necessity of step-level supervision and the effectiveness of the proposed benchmark for developing reliable industrial agent guardrails. Our dataset and benchmark provide a standardized testbed for step-level tool-call safety in industrial LLM agents and establish a foundation for future research on safe and reliable autonomous industrial systems.","Xue, Zhangchi and He, Xu",2026,10.1109/aiita69518.2026.11567230,,2026 6th International Conference on Artificial Intelligence and Industrial Technology Applications (AIITA),EVALUATED,1,0.88,0.0,0.98,False,BENCHMARK_EVALUATION,"['BENCHMARK', 'DATASET', 'DETECTION', 'EVALUATION', 'FRAMEWORK']","['AGENT', 'CYBERSECURITY', 'EXTERNAL_CONTENT', 'MULTI_AGENT', 'OTHER', 'UNTRUSTED_INPUT']","Contextual prompt injection is a major evaluated threat within a benchmark for LLM-agent tool-call safety. The paper contributes a taxonomy, dataset, multi-domain benchmark, and guardrail evaluation showing difficulty detecting injection-induced unsafe behavior.",0.80–1.00 alta prioridade
doi:10.1109/iccv51701.2025.00266,['IEEE'],1,Safeguarding Vision-Language Models: Mitigating Vulnerabilities to Gaussian Noise in Perturbation-Based Attacks,"Vision-Language Models (VLMs) extend the capabilities of Large Language Models (LLMs) by incorporating visual information, yet they remain vulnerable to jailbreak attacks, especially when processing noisy or corrupted images. Although existing VLMs adopt security measures during training to mitigate such attacks, vulnerabilities associated with noise-augmented visual inputs are overlooked. In this work, we identify that missing noise-augmented training causes critical security gaps: many VLMs are susceptible to even simple perturbations such as Gaussian noise. To address this challenge, we propose Robust-VLGuard, a multimodal safety dataset with aligned / misaligned imagetext pairs, combined with noise-augmented fine-tuning that reduces attack success rates while preserving functionality of VLM. For stronger optimization-based visual perturbation attacks, we propose DiffPure-VLM, leveraging diffusion models to convert adversarial perturbations into Gaussian-like noise, which can be defended by VLMs with noise-augmented safety fine-tuning. Experimental results demonstrate that the distribution-shifting property of diffusion model aligns well with our fine-tuned VLMs, significantly mitigating adversarial perturbations across varying intensities. The dataset and code are available at https://github.com/JarvisUSTC/DiffPureRobustVLM","Wang, Jiawei and Zuo, Yushen and Chai, Yuanjun and Liu, Zhendong and Fu, Yicheng and Feng, Yichun and Lam, Kin-Man",2025,10.1109/iccv51701.2025.00266,,2025 IEEE/CVF International Conference on Computer Vision (ICCV),EVALUATED,1,0.88,0.0,0.98,False,PRIMARY_DEFENSE,"['DATASET', 'DEFENSE', 'EVALUATION', 'MITIGATION', 'PREVENTION']","['GENERAL_LLM', 'MULTIMODAL']","O estudo investiga vulnerabilidades de jailbreak e perturbações visuais em VLMs e propõe dataset, fine-tuning com ruído e uma defesa baseada em difusão. A contribuição é fortemente experimental e relevante para ataques adversariais e mitigação multimodal, ainda que não seja centrada em prompt injection textual.",0.80–1.00 alta prioridade
