study_key,sources,source_count,title,abstract,authors,year,doi,url,venue,screening_status,n_evaluations,relevance_score,score_range_if_repeated,confidence,hard_exclude,study_type,contribution_types,contexts,reason,priority_band
doi:10.1109/tdsc.2026.3661073,['IEEE'],1,AudioJailbreak: Jailbreak Attacks Against End-to-End Large Audio-Language Models,"Jailbreak attacks to Large audio-language models (LALMs) are studied recently, but they exclusively focused on the attack scenario where the adversary can fully manipulate user prompts (named strong adversary) and limited in effectiveness, applicability, and practicability. In this work, we first conduct an extensive evaluation showing that advanced text jailbreak attacks cannot be easily ported to end-to-end LALMs via text-to-speech (TTS) techniques. We then propose AudioJailbreak, a novel audio jailbreak attack, featuring (1) asynchrony: the jailbreak audios do not need to align with user prompts in the time axis by crafting suffixal jailbreak audios; (2) universality: a single jailbreak perturbation is effective for different prompts by incorporating multiple prompts into the perturbation generation; (3) stealthiness: the malicious intent of jailbreak audios is concealed by proposing various intent concealment strategies; and (4) over-the-air robustness: the jailbreak audios remain effective when being played over the air by incorporating reverberation into the perturbation generation. In contrast, all prior audio jailbreak attacks cannot offer asynchrony, universality, stealthiness, and/or over-the-air robustness. Moreover, AudioJailbreak is also applicable to a more practical and broader attack scenario where the adversary cannot fully manipulate user prompts (named weak adversary). Extensive experiments with thus far the most LALMs demonstrate the high effectiveness of AudioJailbreak, in particular, it can jailbreak openAI’s GPT-4o-Audio and bypass Meta’s Llama-Guard-3 safeguard, in the weak adversary scenario. We highlight that our work peeks into the security implications of audio jailbreak attacks against LALMs, and realistically fosters improving their robustness, especially for the newly proposed weak adversary.","Chen, Guangke and Song, Fu and Zhao, Zhe and Jia, Xiaojun and Liu, Yang and Qiao, Yanchen and Zhang, Weizhe and Tu, Weiping and Yang, Yuhong and Du, Bo",2026,10.1109/tdsc.2026.3661073,,IEEE Transactions on Dependable and Secure Computing,EVALUATED,1,0.96,0.0,0.99,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION']","['CYBERSECURITY', 'GENERAL_LLM', 'MULTIMODAL']","O artigo propõe um novo jailbreak em áudio com propriedades de assincronia, universalidade, furtividade e robustez over-the-air, incluindo um cenário de adversário com controle limitado do prompt. A técnica é amplamente avaliada em modelos áudio-linguagem e contra mecanismos de proteção, oferecendo evidências detalhadas sobre um vetor multimodal.",0.80–1.00 alta prioridade
doi:10.1109/tdsc.2026.3665230,['IEEE'],1,RedAgent: An Autonomous Agent for Context-Aware Red Teaming of LLM Jailbreaks,"Recently, Large Language Models (LLMs) have been integrated into many real-world applications like Code Copilot. These applications have significantly expanded the attack surface of LLMs, exposing them to complex real-world jailbreak threats. Despite the promising advances in actively finding jailbreak vulnerabilities of LLMs (i.e., red teaming) in general contexts, identifying these threats in complex domain-specific contexts (e.g, mathematical LLMs) remains underexplored. In this paper, we study whether the context these real-world LLM applications work in, including different system prompts, tools, and scenarios of tasks, give rise to context-specific jailbreak threats. Particularly, we adapt general jailbreak prompts to the context of the target application via LLM rewriting to generate context-specific attacks. By measuring the differences in jailbreak responses between general attacks and context-specific attacks, we reveal that customized domain-specific LLMs are more vulnerable in their specific context. Motivated by this observation, we propose a context-aware red teaming approach, RedAgent, to generate context-specific jailbreak attacks towards customized LLM applications. Through effectively retrieving and updating structured knowledge in an agent system, RedAgent efficiently perceive and utilize contextual information to adapt the jailbreak prompts to the target contexts. Extensive experiments show that our system can jailbreak most black-box LLMs within just five queries, improving the efficiency of existing red teaming methods by two times. Further, RedAgent can effectively jailbreak customized LLM applications. By generating context-specific jailbreak prompts towards 60 trending applications on the marketplace of OpenAI, we discover 600 vulnerabilities of these real-world applications with only two queries per vulnerability.","Xu, Huiyu and Zhang, Wenhui and Wang, Zhibo and Xiao, Feng and Zheng, Rui and Ba, Zhongjie and Ren, Kui",2026,10.1109/tdsc.2026.3665230,,IEEE Transactions on Dependable and Secure Computing,EVALUATED,1,0.96,0.0,0.99,False,RED_TEAMING,"['ATTACK', 'EVALUATION', 'FRAMEWORK', 'RED_TEAMING']","['AGENT', 'CYBERSECURITY', 'GENERAL_LLM']","O trabalho propõe um agente autônomo para gerar jailbreaks específicos ao contexto de aplicações LLM, utilizando informações como system prompts, ferramentas e cenários. A avaliação extensa inclui LLMs black-box e 60 aplicações reais, com métricas de eficiência e centenas de vulnerabilidades identificadas.",0.80–1.00 alta prioridade
doi:10.1109/tdsc.2026.3696145,['IEEE'],1,MPDA: Multimodal Prompt Decoupling Attack on the Safety Filters in Text-to-Image Models,"Text-to-image (T2I) models have been widely applied in generating high-fidelity images across various domains. However, these models may also be abused to produce Not-Safe-for-Work (NSFW) content via jailbreak attacks. Existing jailbreak methods primarily manipulate the textual prompt, leaving potential vulnerabilities in image-based inputs largely unexplored. Moreover, text-based methods face challenges in bypassing the model’s safety filters. In response to these limitations, we propose the Multimodal Prompt Decoupling Attack ($\mathsf {MPDA}$MPDA), which utilizes image modality to separate the harmful semantic components of the original unsafe prompt. $\mathsf {MPDA}$MPDA follows three core steps: firstly, a large language model (LLM) decouples unsafe prompts into pseudo-safe prompts and harmful prompts. The former are seemingly harmless sub-prompts that can bypass filters, while the latter are sub-prompts with unsafe semantics that trigger filters. Subsequently, the LLM rewrites the harmful prompts into natural adversarial prompts to bypass safety filters, which guide the T2I model to modify the base image into an NSFW output. Finally, to ensure semantic consistency between the generated NSFW images and the original unsafe prompts, the visual language model generates image captions, providing a new pathway to guide the LLM in iterative rewriting and refining the generated content. Extensive experiments empirically demonstrate that $\mathsf {MPDA}$MPDA outperforms the baseline methods in two attack scenarios across Stable Diffusion 3.5 and three commercial models: CogView, Tongyiwanxiang, and Midjourney. Specifically, in the pornographic content attack scenario with Midjourney as the victim model, our method has a 29% higher bypass rate than the previous method, thereby providing robust empirical evidence supporting the effectiveness and generalizability of $\mathsf {MPDA}$MPDA. Disclaimer: This paper contains content that readers may find offensive, distressing, or upsetting. Reader discretion is advised.","Peng, Xingkai and Jiang, Jun and Tong, Meng and Li, Shuai and Zhang, Weiming and Yu, Nenghai and Chen, Kejiang",2026,10.1109/tdsc.2026.3696145,,IEEE Transactions on Dependable and Secure Computing,EVALUATED,1,0.96,0.0,0.99,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION']","['GENERAL_LLM', 'MULTIMODAL']","O estudo propõe um jailbreak multimodal que combina reescrita de prompts e entrada visual para contornar filtros de segurança em modelos texto-imagem. Relata experimentos extensos em vários modelos comerciais e abertos, com comparação de taxa de bypass.",0.80–1.00 alta prioridade
doi:10.1109/tdsc.2026.3703498,['IEEE'],1,ShadowCode: Toward (Automatic) External Prompt Injection Attack Against Code LLMs,"Recent advancements have led to the widespread adoption of code-oriented large language models (Code LLMs) for programming tasks. Despite their success in deployment, their security research is left far behind. This paper introduces a new attack paradigm: (automatic) external prompt injection against Code LLMs, where attackers generate concise, non-functional induced perturbations and inject them within a victim’s code context. These induced perturbations can be disseminated through commonly used dependencies (e.g., packages or RAG’s knowledge base), manipulating Code LLMs to achieve malicious objectives during the code completion process. Compared to existing attacks, this method does not necessitate control over the model’s training process, unlike backdoor attacks, and can achieve specific malicious objectives that are challenging for adversarial attacks. Furthermore, we propose ShadowCode, a simple yet effective method that automatically generates induced perturbations based on code simulation to achieve effective and stealthy external prompt injection. ShadowCode designs its perturbation optimization objectives by simulating the victim’s code contexts and employs a greedy optimization approach with two enhancement modules: forward reasoning enhancement and keyword-based perturbation design. We evaluate our method across 13 distinct malicious objectives, generating 31 threat cases spanning three popular programming languages. Our results demonstrate that ShadowCode successfully attacks three representative open-source Code LLMs (achieving up to a 97.9% attack success rate) and two mainstream commercial Code LLM-integrated applications (with over 90% attack success rate) across all threat cases, using only a 12-token non-functional induced perturbation.","Yang, Yuchen and Li, Yiming and Yao, Hongwei and Yang, Bingrun and He, Yiling and Zhang, Tianwei and Tao, Dacheng and Qin, Zhan",2026,10.1109/tdsc.2026.3703498,,IEEE Transactions on Dependable and Secure Computing,EVALUATED,1,0.96,0.0,0.99,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION', 'FRAMEWORK']","['CYBERSECURITY', 'EXTERNAL_CONTENT', 'OTHER', 'RAG', 'UNTRUSTED_INPUT']","The study directly proposes an automatic external prompt-injection attack against Code LLMs using malicious perturbations embedded in code context, dependencies, or RAG knowledge bases. It evaluates multiple objectives, languages, open-source models, and commercial applications with explicit attack-success rates.",0.80–1.00 alta prioridade
doi:10.1109/tdsc.2026.3707228,['IEEE'],1,PolyJailbreak: Cross-Modal Jailbreaking Attacks on Closed-Box Multimodal LLMs,"Multimodal large language models (MLLMs) have become integral to a wide range of real-world applications by jointly reasoning over text and visual inputs. However, despite recent advances in safety alignment, MLLMs remain vulnerable to jailbreak attacks, where carefully crafted inputs can bypass safety mechanisms and elicit harmful responses. In this work, we investigate the security vulnerabilities of MLLMs in text-vision scenarios and propose a novel closed-box jailbreak framework, named PolyJailbreak. We first identify a phenomenon, termed multimodal safety asymmetry, where visual alignment introduces uneven safety constraints across modalities and weakens overall robustness. We analyze attention dynamics and latent representations in MLLMs, revealing that visual inputs can disrupt cross-modal information flow and reduce the model’s ability to separate benign and malicious intents. Motivated by these findings, we propose PolyJailbreak, which organizes the discovered vulnerabilities into a structured library of reusable Atomic Strategy Primitives to enable step-wise transformations from harmful intents to effective jailbreak inputs. Guided by these primitives, a reinforcement learning-based multi-agent optimization process automatically adapts attacks to the target model without access to internal parameters. Extensive experiments on a wide range of MLLMs demonstrate that PolyJailbreak consistently outperforms state-of-the-art jailbreak baselines, with an average improvement of 18.15% in attack success rate and a success rate exceeding 95% on commercial closed-box models, including GPT-4o and Gemini.","Wang, Xinkai and Li, Beibei and Shao, Zerui and Liu, Ao and Xu, Guangquan and Ji, Shouling",2026,10.1109/tdsc.2026.3707228,,IEEE Transactions on Dependable and Secure Computing,EVALUATED,1,0.96,0.0,0.99,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION', 'FRAMEWORK']","['GENERAL_LLM', 'MULTIMODAL', 'MULTI_AGENT']","Jailbreaking is the central topic, with a new closed-box cross-modal attack framework and analysis of the underlying multimodal safety asymmetry. Extensive experiments across multiple MLLMs and commercial models provide clear attack-success evidence and comparison with baselines.",0.80–1.00 alta prioridade
doi:10.1109/tifs.2025.3583249,['IEEE'],1,Jailbreak Vision Language Models via Bi-Modal Adversarial Prompt,"In the realm of large vision language models (LVLMs), jailbreak attacks serve as a red-teaming approach to bypass guardrails and uncover safety implications. Existing jailbreaks predominantly focus on the visual modality, perturbing solely visual inputs in the prompt for attacks. However, they fall short when confronted with aligned models that fuse visual and textual features simultaneously for generation. To address this limitation, this paper introduces the Bi-Modal Adversarial Prompt Attack (BAP), which executes jailbreaks by optimizing textual and visual prompts cohesively. Initially, we adversarially embed universally adversarial perturbations in an image, guided by a few-shot query-agnostic corpus (e.g., affirmative prefixes and negative inhibitions). This process ensures that the adversarial image prompt LVLMs to respond positively to harmful queries. Subsequently, leveraging the image, we optimize textual prompts with specific harmful intent. In particular, we utilize a large language model to analyze jailbreak failures and employ chain-of-thought reasoning to refine textual prompts through a feedback-iteration manner. To validate the efficacy of our approach, we conducted extensive evaluations on various datasets and LVLMs, demonstrating that our BAP significantly outperforms other methods by large margins (+29.03% in attack success rate on average). Additionally, we showcase the potential of our attacks on black-box commercial LVLMs, such as GPT-4o and Gemini. Our code is available at https://anonymous.4open.science/r/BAP-Jailbreak-Vision-Language-Models-via-Bi-Modal-Adversarial-Prompt-5496","Ying, Zonghao and Liu, Aishan and Zhang, Tianyuan and Yu, Zhengmin and Liang, Siyuan and Liu, Xianglong and Tao, Dacheng",2025,10.1109/tifs.2025.3583249,,IEEE Transactions on Information Forensics and Security,EVALUATED,1,0.96,0.0,0.99,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION', 'RED_TEAMING']","['GENERAL_LLM', 'MULTIMODAL']","O artigo propõe um ataque de jailbreak bimodal que otimiza conjuntamente prompts visuais e textuais em modelos visão-linguagem. Avaliações extensas em datasets, vários LVLMs e modelos comerciais, com ganhos de ASR explicitados, fornecem forte evidência sobre mecanismos multimodais de ataque.",0.80–1.00 alta prioridade
doi:10.1109/tifs.2025.3626228,['IEEE'],1,Disguise While Defense: Avoid Refusal Responses in LLM’s Defense via a Multi-Agent Attacker–Disguiser Game,"With the enhanced performance of large language models (LLMs) on natural language processing tasks, potential moral and ethical issues of LLMs arise in the Web service. Malicious attackers exist who induce LLMs to jailbreak and generate information containing illegal, privacy-invasive information through techniques such as prompt engineering. As a result, LLMs counter malicious attackers’ attacks using techniques such as safety alignment. However, the strong defense mechanism of the LLMs through rejection replies, which are typically unrelated to the attacker’s query, is easily identified by attackers and leaks information that strengthens their capabilities. We propose an LLM-driven defense task that generates safe and disguised responses which remain relevant to the attack request while concealing defensive intent and withholding any useful information from the attacker. To achieve this task, we construct an LLM-based multi-agent attacker-disguiser game that trains two LLM-based players to select in-context learning (ICL) examples and strategies, guiding them to better generation and approach to Nash equilibrium. To enhance the LLMs’ generation via ICL, we apply the Minimax Q-learning to optimize the players for choosing ICL examples. To further refine generation, we use policy gradient (PG) to train the strategy selectors to select prompt strategies for LLMs. To improve the ICL examples and prompts for LLMs’ generation, we iteratively train the players with ICL sample selection training and prompt strategy training. The goal of this game is to arrive at the Nash equilibrium. Through training, we obtain an LLM-based defender which can receive jailbreak prompts from malicious users and output safe and disguised responses. The experiments reveal that our method strengthens the LLM’s ability to disguise the defense intent compared to other methods. Our method also minimizes the attacker-perceived drop in attack success rate, while delivering the largest actual reduction. This effectively misleads the attacker’s evaluation and enhances practical defense utility.","Xu, Qianqiao and Tian, Zhiliang and Wu, Hongyan and Huang, Zhen and Liang, Dong and Song, Yiping and Pan, Ziyi and Liu, Feng and Li, Dongsheng",2026,10.1109/tifs.2025.3626228,,IEEE Transactions on Information Forensics and Security,EVALUATED,1,0.96,0.0,0.99,False,PRIMARY_DEFENSE,"['DEFENSE', 'EVALUATION', 'FRAMEWORK', 'MITIGATION']","['AGENT', 'GENERAL_LLM', 'MULTI_AGENT', 'WEB']","O estudo propõe uma defesa específica contra prompts de jailbreak por meio de um jogo multiagente atacante-disfarçador e apresenta avaliação experimental comparativa. O foco em defesa, interação adversarial e agentes LLM é diretamente relevante.",0.80–1.00 alta prioridade
doi:10.1109/trustcom66490.2025.00263,['IEEE'],1,Jailbreaking Multimodal Large Language Models via Consistent Cross-Modal Backgrounds,"Multimodal large language models (MLLMs) have shown remarkable capability in vision–language understanding but remain vulnerable to jailbreak attacks that bypass safety alignment. Existing methods often rely on structured input manipulations such as cross-modal signal shifting, adversarial visual injection, or semantic rephrasing, which compromise naturalness and degrade under stronger defenses. To address this, we propose Consistent Cross-Modal Backgrounds Attack (CCB-A), a jailbreak strategy that embeds benign and semantically aligned background cues across both image and text modalities. Leveraging such consistency, CCB-A dilutes safety-sensitive signals and subtly redirects model attention away from harmful content while maintaining semantic coherence. We evaluate CCB-A on six representative MLLMs, including both commercial and open-source systems, across MM-SafetyBench and HADES. Experiments show that CCB-A consistently surpasses strong baselines in harmfulness and attack success rate. Ablation and defense analyses further reveal that cross-modal semantic consistency is the key driver of its effectiveness, while current defense mechanisms remain insufficiently robust, suggesting that exploiting consistency across modalities constitutes an effective yet previously overlooked jailbreak strategy that exposes a critical vulnerability in current alignment techniques.","Yang, Meng and Liang, Peirou and Wu, Zhiqian and Liao, Yong",2025,10.1109/trustcom66490.2025.00263,,"2025 IEEE 24th International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)",EVALUATED,1,0.96,0.0,0.99,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION']","['GENERAL_LLM', 'MULTIMODAL']","Propõe um novo jailbreak multimodal que usa pistas de fundo semanticamente consistentes em imagem e texto para desviar a atenção do modelo. A avaliação em seis MLLMs, dois benchmarks, baselines, ablações e análises de defesa oferece evidência experimental substancial sobre mecanismo e eficácia do ataque.",0.80–1.00 alta prioridade
doi:10.1109/usbereit70063.2026.11581043,['IEEE'],1,Evaluating a Multilayered Defense Against Prompt Injection in LLM-Augmented Educational Systems,"Prompt injection attacks represent a persistent threat to production systems built on large language models (LLMs), particularly in educational environments where system integrity and student data protection are critical. This work investigates the effectiveness of a multilayered defensive architecture against prompt injection in an LLM-augmented educational bot deployed in a university setting. The proposed approach combines pattern-based input validation, prompt engineering via a sandwich technique, and LLM-based semantic post-filtering as sequential defense layers. We consider both direct user-crafted attacks and instruction-like content that can be embedded in external text, reflecting the broadened attack surface of modern LLM applications. The architecture is evaluated under two complementary regimes: synthetic prompts covering representative attack patterns and benign queries, and real-world interactions collected during a controlled in-vivo red-team exercise with student participants. The analysis reports overall blocking behavior together with per-layer contributions and identifies typical bypass mechanisms and operational failure modes observed in deployment. The findings suggest that a coordinated defense-in-depth strategy can distribute the protective burden across stages, improving robustness to paraphrase, obfuscation, and previously unseen variants. The paper contributes deploymentoriented evidence supporting architectural diversity as a practical principle for securing educational LLM systems.","Starukh, Kirill and Koshelev, Anton",2026,10.1109/usbereit70063.2026.11581043,,"2026 IEEE Ural-Siberian Conference on Biomedical Engineering, Radioelectronics and Information Technology (USBEREIT)",EVALUATED,1,0.96,0.0,0.99,False,PRIMARY_DEFENSE,"['DEFENSE', 'DETECTION', 'EVALUATION', 'MITIGATION', 'PREVENTION', 'RED_TEAMING']","['CHATBOT', 'EXTERNAL_CONTENT', 'GENERAL_LLM', 'UNTRUSTED_INPUT']","Avalia uma arquitetura multicamada especificamente contra prompt injection, incluindo ataques diretos e instruções embutidas em texto externo. Combina avaliação sintética e red teaming em uso real, com análise por camada e de mecanismos de bypass.",0.80–1.00 alta prioridade
doi:10.1109/wiecon-ece69386.2025.11526251,['IEEE'],1,A Multi-Agent LLM Defense Pipeline Against Prompt Injection Attacks,"Prompt injection attacks represent a major vulnerability in Large Language Model (LLM) deployments, where malicious instructions embedded in user inputs can override system prompts and induce unintended behaviors. This paper presents a novel multi-agent defense framework that employs specialized LLM agents in coordinated pipelines to detect and neutralize prompt injection attacks in real-time. We evaluate our approach using two distinct architectures: a sequential chain-ofagents pipeline and a hierarchical coordinator-based system. Our comprehensive evaluation on 55 unique prompt injection attacks, grouped into 8 categories and totaling 400 attack instances across two LLM platforms (ChatGLM and Llama2), demonstrates significant security improvements. Without defense mechanisms, baseline Attack Success Rates (ASR) reached $\mathbf{3 0 \%}$ for ChatGLM and 20 % for Llama2. Our multi-agent pipeline achieved 100 % mitigation, reducing ASR to 0 % across all tested scenarios. The framework demonstrates robustness across multiple attack categories including direct overrides, code execution attempts, data exfiltration, and obfuscation techniques, while maintaining system functionality for legitimate queries.","Hossain, S M Asif and Shayoni, Ruksat Khan and Ameen, Mohd Ruhul and Islam, Akif and Mridha, M. F. and Shin, Jungpil",2025,10.1109/wiecon-ece69386.2025.11526251,,2025 IEEE International Women in Engineering (WIE) Conference on Electrical and Computer Engineering (WIECON-ECE),EVALUATED,1,0.96,0.0,0.99,False,PRIMARY_DEFENSE,"['DEFENSE', 'DETECTION', 'EVALUATION', 'FRAMEWORK', 'MITIGATION']","['AGENT', 'CYBERSECURITY', 'GENERAL_LLM', 'MULTI_AGENT', 'UNTRUSTED_INPUT']","O trabalho apresenta uma defesa multiagente especificamente contra prompt injection e a avalia em 400 instâncias, oito categorias de ataque e duas plataformas LLM usando ASR. A contribuição cobre detecção, neutralização e avaliação empírica de múltiplos vetores.",0.80–1.00 alta prioridade
doi:10.1007/978-3-031-73464-9_11,['Springer'],1,Images are Achilles’ Heel of&#xa0;Alignment: Exploiting Visual Vulnerabilities for&#xa0;Jailbreaking Multimodal Large Language Models,"In this paper, we study the harmlessness alignment problem of multimodal large language models (MLLMs). We conduct a systematic empirical analysis of the harmlessness performance of representative MLLMs and reveal that the image input poses the alignment vulnerability of MLLMs. Inspired by this, we propose a novel jailbreak method named HADES, which hides and amplifies the harmfulness of the malicious intent within the text input, using meticulously crafted images. Experimental results show that HADES can effectively jailbreak existing MLLMs, which achieves an average Attack Success Rate (ASR) of 90.26% for LLaVA-1.5 and 71.60% for Gemini Pro Vision. Our code and data are available at https://github.com/RUCAIBox/HADES.",Yifan LiHangyu GuoKun ZhouWayne Xin ZhaoJi-Rong Wen,2025,10.1007/978-3-031-73464-9_11,https://link.springer.com/chapter/10.1007/978-3-031-73464-9_11,Computer Vision – ECCV 2024,EVALUATED,1,0.96,0.0,0.98,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION']","['GENERAL_LLM', 'MULTIMODAL']","O artigo propõe um método de jailbreak multimodal que explora imagens para ocultar e amplificar intenção maliciosa. O resumo apresenta ASR, modelos avaliados e resultados quantitativos claros, tornando-o diretamente útil para vetores e avaliação de ataques.",0.80–1.00 alta prioridade
doi:10.1007/s12559-026-10552-3,['Springer'],1,Breaking Barriers: Multi-Agent Prompt Fusion for Automated LLM Jailbreaks,"With the widespread deployment of Large Language Models (LLMs) across various natural language processing tasks, their potential security vulnerabilities have become increasingly prominent, emerging as a crucial issue in AI safety research. Although various jailbreak attack methods have been proposed to expose risks related to generation control and content safety, current studies mostly focus on isolated attack strategies, lacking multi-agent coordination mechanisms and thus failing to comprehensively probe the behavioral boundaries of models. To systematically explore the multidimensional risks of LLMs under jailbreak defense scenarios, this paper proposes a collaborative attack framework based on energy function modeling and multiagent game mechanisms. The framework treats suffix generation, input reconstruction, and context reshaping attacks as three independent agents, each capturing target constraints from distinct attack perspectives. To facilitate effective collaboration among these strategies, a game-theoretic dynamic optimization process is used, enabling agents to evolve jointly and adaptively adjust their respective contributions based on performance feedback. To enhance the linguistic naturalness and attack potency of the generated texts, we introduce a semantic fusion module assisted by a language model, optimizing semantic coherence and expression fluency while preserving adversarial goals. Furthermore, a multidimensional reward function system based on attack success rate (ASR), language perplexity (PPL), and semantic similarity is designed to continuously optimize the fusion strategies within a reinforcement learning framework. Experimental results demonstrate that our method significantly improves attack success rates and text naturalness over multiple attack rounds, producing adversarial samples with stronger stealth and usability. Our findings effectively reveal the current blind spots in LLM defenses under multi-dimensional inputs, advancing research in LLM security and adversarial defense.",Jiaen HuJuan ZhangZiChen Li,2026,10.1007/s12559-026-10552-3,https://link.springer.com/article/10.1007/s12559-026-10552-3,Cognitive Computation,EVALUATED,1,0.96,0.0,0.98,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION', 'FRAMEWORK', 'RED_TEAMING']","['CYBERSECURITY', 'GENERAL_LLM', 'MULTI_AGENT']","O artigo propõe um framework automatizado de jailbreak com coordenação multiagente, fusão semântica e otimização por recompensa. O resumo especifica estratégias de ataque, métricas como ASR, perplexidade e similaridade semântica, além de resultados experimentais.",0.80–1.00 alta prioridade
doi:10.1007/s44163-026-01816-w,['Springer'],1,Quantifying the efficacy of scenario based jailbreaks on Llama using HarmBench and LLM-as-a-judge,"While alignment techniques like RLHF and DPO protect large language models from direct malicious prompts, these systems remain susceptible to nuanced adversarial environments. In this study, these vulnerabilities are examined by benchmarking Llama-3.1-8B-Instruct against a baseline model, Gemma-2-9B-IT, and evaluating the models’ resistance to the contextual jailbreak attack type, in which an untrustworthy context is placed before a benign prompt. With the exhaustive HarmBench contextual dataset ($$N = 100$$) and a rigorously human validated LLM-as-a-judge (GPT-4o-mini, Cohen’s $$\\kappa = 0.843$$), our red teaming pipeline found that Llama achieved an overall Attack Success Rate (ASR) of 22.0%, while Gemma had an ASR of only 8.0%. Strength was highly inconsistent across the domains ranging from perfect when it came to overt threats such as harassment and harmful requests (0.0% ASR) to vulnerable in the cases of cybercrime (37.04% ASR) and misinformation (22.58% ASR). This is in line with a dual-use alignment conflict hypothesis, where more helpfulness signals are promoted than semantic safety filters. The conclusions made in this study indicate that context-aware alignment strategies are crucial to address structurally disguised threats.",Saklain AbdullahRiad HossainMahfuzulhoq Chowdhury,2026,10.1007/s44163-026-01816-w,https://link.springer.com/article/10.1007/s44163-026-01816-w,Discover Artificial Intelligence,EVALUATED,1,0.96,0.0,0.98,False,BENCHMARK_EVALUATION,"['BENCHMARK', 'EVALUATION', 'RED_TEAMING']","['CYBERSECURITY', 'GENERAL_LLM', 'UNTRUSTED_INPUT']","Avalia jailbreak contextual em que contexto não confiável precede um prompt benigno, tornando o mecanismo particularmente relevante para sistemas que processam entradas externas. Utiliza HarmBench, dois modelos, ASR e um LLM-as-a-judge validado por humanos em um pipeline de red teaming.",0.80–1.00 alta prioridade
doi:10.1038/s41467-024-55631-x,['Springer'],1,Prompt injection attacks on vision language models in oncology,"Vision-language artificial intelligence models (VLMs) possess medical knowledge and can be employed in healthcare in numerous ways, including as image interpreters, virtual scribes, and general decision support systems. However, here, we demonstrate that current VLMs applied to medical tasks exhibit a fundamental security flaw: they can be compromised by prompt injection attacks. These can be used to output harmful information just by interacting with the VLM, without any access to its parameters. We perform a quantitative study to evaluate the vulnerabilities to these attacks in four state of the art VLMs: Claude-3 Opus, Claude-3.5 Sonnet, Reka Core, and GPT-4o. Using a set of N = 594 attacks, we show that all of these models are susceptible. Specifically, we show that embedding sub-visual prompts in manifold medical imaging data can cause the model to provide harmful output, and that these prompts are non-obvious to human observers. Thus, our study demonstrates a key vulnerability in medical VLMs which should be mitigated before widespread clinical adoption.",Jan ClusmannDyke FerberIsabella C. WiestCarolin V. SchneiderTitus J. BrinkerSebastian FoerschDaniel TruhnJakob Nikolas Kather,2025,10.1038/s41467-024-55631-x,https://link.springer.com/article/10.1038/s41467-024-55631-x,Nature Communications,EVALUATED,1,0.96,0.0,0.98,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION']","['GENERAL_LLM', 'MULTIMODAL']","O trabalho investiga diretamente prompt injection em modelos visão-linguagem, com 594 ataques e avaliação quantitativa em quatro modelos. O vetor visual e a mensuração de suscetibilidade oferecem evidência direta sobre mecanismos e avaliação de ataques.",0.80–1.00 alta prioridade
doi:10.1038/s41598-026-46563-1,['Springer'],1,Prompt injection attacks on educational large language models for higher and vocational education,"Large Language Models (LLMs) are rapidly being integrated into educational systems for automated grading, intelligent tutoring, question answering, and instructional support. Their effectiveness stems from instruction following through natural-language prompts, yet this design also creates a critical vulnerability: prompt injection. By embedding adversarial instructions into seemingly legitimate student inputs, attackers can override task constraints, manipulate rubric execution, and induce policy violations. This risk is amplified in education due to high-frequency interactions, the presence of sensitive student data, and the high stakes of assessment, guidance, and credentialing in both higher education and vocational training. We study prompt injection in educational LLM pipelines and introduce a structured attack generation framework tailored to learning-oriented prompts. Our method decomposes composite educational prompts into functional segments, constructs role-consistent attack vectors, composes stealthy injections inside pedagogically plausible student responses, and adapts payloads to rubric language and grading conventions. Experiments on four educational benchmarks show that our approach achieves consistently high attack success while maintaining strong stealth. Specifically, we obtain attack success rates of 0.82 on ASAP, 0.79 on SciEntsBank, 0.76 on EduBench, and 0.73 on MMLU-Edu, outperforming competitive baselines by 0.19–0.33 absolute on average, and inducing substantial grade inflation under realistic black-box constraints. These results demonstrate that educational prompts expose structural attack surfaces not captured by generic safety evaluations, motivating security-aware design and testing for educational LLM deployments.",Yunfu Cai,2026,10.1038/s41598-026-46563-1,https://link.springer.com/article/10.1038/s41598-026-46563-1,Scientific Reports,EVALUATED,1,0.96,0.0,0.98,False,PRIMARY_ATTACK,"['ATTACK', 'EVALUATION', 'FRAMEWORK']","['EXTERNAL_CONTENT', 'GENERAL_LLM', 'UNTRUSTED_INPUT']",O trabalho propõe um framework de geração de ataques de prompt injection em pipelines educacionais e o avalia em quatro benchmarks com taxas de sucesso e comparação com baselines. O uso de entradas de estudantes como conteúdo potencialmente adversarial torna o cenário transferível a sistemas que processam conteúdo externo não confiável.,0.80–1.00 alta prioridade
